NOMBRE_TUI;TIPOS_TUI;CATEGORIA_TUI;DIRECCION;RATING_TUI;TOTAL_VALORACIONES_TUI;PRECIO;ESTADO_NEGOCIO;LATITUD_TUI;LONGITUD_TUI;URL;WEBSITE;HORARIO;TELEFONO;RESERVA_POSIBLE;ACCESIBILIDAD_SILLA_RUEDAS
CCIC La Tortuga Lavapiés (Asociación Cualquiera);Universidades;Instituciones y servicios públicos;Calle de la Espada, 6, Centro, 28012 Madrid, Spain;4,6;49;;Abierto;404116;370465;https://maps.google.com/?cid=9363516759597068076;http://www.centrolatortuga.com/;Monday: 5:00?–?9:30?PM | Tuesday: 5:00?–?9:30?PM | Wednesday: 5:00?–?9:30?PM | Thursday: 5:00?–?9:30?PM | Friday: 5:00?–?9:30?PM | Saturday: 7:00?–?10:00?PM | Sunday: Closed;910 71 09 51;FALSO;FALSO
La Bicicleta;Cafés;Gastronomía y ocio nocturno;Pl. de San Ildefonso, 9, Centro, 28004 Madrid, Spain;4;5814;Moderado;Abierto;404238;370223;https://maps.google.com/?cid=5620708204232263553;http://www.labicicletacafe.com/;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?2:15?AM | Saturday: 10:00?AM?–?2:15?AM | Sunday: 10:00?AM?–?8:00?PM;915 32 97 42;VERDADERO;VERDADERO
Joyas del Mundo;Joyerías;Compras;C. del Duque de Alba, 11, Centro, 28012 Madrid, Spain;4,1;85;;Abierto;404117;370613;https://maps.google.com/?cid=17603260360020538462;http://www.joyasdelmundo.es/;Monday: 10:00?AM?–?7:15?PM | Tuesday: 10:00?AM?–?7:15?PM | Wednesday: 10:00?AM?–?7:15?PM | Thursday: 10:00?AM?–?7:15?PM | Friday: 10:00?AM?–?7:15?PM | Saturday: 10:30?AM?–?2:15?PM | Sunday: 10:30?AM?–?2:15?PM;600 03 67 21;FALSO;VERDADERO
Carrefour Express;Supermercados;Compras;C. de la Montera, 32, Centro, 28013 Madrid, Spain;4;2447;;Abierto;404187;370199;https://maps.google.com/?cid=189433257996908142;https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/montera-s.aspx;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;675 08 42 28;FALSO;VERDADERO
La Teletienda;Centros comerciales;Compras;C. de San Bernardo, 13, Oficina 6ºc, Centro, 28015 Madrid, Spain;5;1;;Abierto;404219;370794;https://maps.google.com/?cid=3228485328441659496;;Monday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 10:00?AM?–?2:00?PM | Sunday: Closed;912 87 63 16;FALSO;FALSO
Almacén estuches pinturas;Centros comerciales;Compras;C. de Postas, 16, Centro, 28012 Madrid, Spain;0;0;;Abierto;404160;370605;https://maps.google.com/?cid=3526032473135418842;;;;FALSO;FALSO
Sacred Heart School;Colegios;Instituciones y servicios públicos;C. de Don Pedro, 14, Centro, 28005 Madrid, Spain;4,4;74;;Abierto;404117;371333;https://maps.google.com/?cid=15433189372189626629;http://www.sagradocorazonmadrid.es/;Monday: 7:45?AM?–?6:30?PM | Tuesday: 7:45?AM?–?6:30?PM | Wednesday: 7:45?AM?–?6:30?PM | Thursday: 7:45?AM?–?6:30?PM | Friday: 7:45?AM?–?6:30?PM | Saturday: Closed | Sunday: Closed;913 65 36 04;FALSO;FALSO
Apart-Hotel Serrano Recoletos;Albergues, Apartamentos turísticos, Hostales, Hoteles;Alojamiento;C. de Villanueva, 2, Salamanca, 28001 Madrid, Spain;3,6;918;;Abierto;404227;369003;https://maps.google.com/?cid=6978821886131035329;https://www.apart-hotelserranorecoletos.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_content=serranorecoletos&partner=7646;;914 31 91 00;FALSO;VERDADERO
Santo Domingo;Estaciones de metro;Transporte;Centro, 28013 Madrid, Spain;4,1;160;;Abierto;404214;370788;https://maps.google.com/?cid=7084789871333772503;;;;FALSO;FALSO
Tirso de Molina;Estaciones de metro;Transporte;Centro, 28012 Madrid, Spain;3,9;254;;Abierto;404123;370432;https://maps.google.com/?cid=4937285182987825329;;;;FALSO;FALSO
La Celestina Art Studio;Centros culturales, Museos;Cultura y arte;C. de las Huertas, 21, Centro, 28014 Madrid, Spain;4;1;;Abierto;404137;369934;https://maps.google.com/?cid=3037574329779430993;http://www.lauramema.com/;;;FALSO;FALSO
Likidation;Centros comerciales;Compras;C/ de Hortaleza, 34, Centro, Centro, 28004 Madrid, Spain;0;0;;Abierto;404218;369992;https://maps.google.com/?cid=1170481996391087699;;;;FALSO;FALSO
Velázquez;Estaciones de metro;Transporte;Salamanca, 28001 Madrid, Spain;3,9;71;;Abierto;404251;368287;https://maps.google.com/?cid=10938088381677745127;https://www.crtm.es/;;;FALSO;FALSO
Brooklyn Fitboxing Madrid centro;Gimnasios;Bienestar y deporte;Calle de la Colegiata, 6, Centro, 28012 Madrid, Spain;4,9;536;;Abierto;404129;370598;https://maps.google.com/?cid=3509999533745162062;https://bfclick.com/madrid-centro-gmb;Monday: 8:00?–?11:00?AM, 1:30?–?2:30?PM, 4:30?–?9:30?PM | Tuesday: 7:00?AM?–?12:00?PM, 2:30?–?3:30?PM, 5:30?–?9:30?PM | Wednesday: 8:00?–?11:00?AM, 1:30?–?2:30?PM, 4:30?–?9:30?PM | Thursday: 7:00?AM?–?12:00?PM, 2:30?–?3:30?PM, 5:30?–?9:30?PM | Friday: 8:00?–?9:00?AM, 10:00?–?11:00?AM, 1:30?–?2:30?PM, 5:30?–?8:30?PM | Saturday: 10:00?AM?–?1:00?PM | Sunday: Closed;648 98 56 12;FALSO;VERDADERO
Restaurante El Ventorrillo;Cafés;Gastronomía y ocio nocturno;C. de Bailén, 14, Centro, 28005 Madrid, Spain;3,4;560;Moderado;Cerrado temporalmente;404127;371388;https://maps.google.com/?cid=5960265044560233208;;;913 66 35 78;VERDADERO;VERDADERO
Pandora's Vox Rehearsal;Bares, Cervecerías, Coctelerías, Mercados, Perfumerías, Tiendas;Compras, Gastronomía y ocio nocturno;C. de Rafael de Riego, 8, Arganzuela, 28045 Madrid, Spain;4,7;302;;Abierto;404056;369210;https://maps.google.com/?cid=2269256115420955409;http://www.pandorasvox.es/;Monday: 10:00?AM?–?11:00?PM | Tuesday: 10:00?AM?–?11:00?PM | Wednesday: 10:00?AM?–?11:00?PM | Thursday: 10:00?AM?–?11:00?PM | Friday: 10:00?AM?–?11:00?PM | Saturday: 10:00?AM?–?11:00?PM | Sunday: 10:00?AM?–?11:00?PM;912 30 01 74;FALSO;VERDADERO
My Name's Lolita Art;Galerías de arte;Cultura y arte;C. de Almadén, 12, Centro, 28014 Madrid, Spain;4,7;27;;Cerrado temporalmente;404109;369465;https://maps.google.com/?cid=2669779146637942983;http://www.mynameslolita.com/;;915 30 72 37;FALSO;FALSO
La Tita Rivera;Bares, Cervecerías, Coctelerías;Gastronomía y ocio nocturno;C. de Pérez Galdós, 4, Centro, 28004 Madrid, Spain;4,1;8597;Moderado;Abierto;404224;370035;https://maps.google.com/?cid=7585201101530611217;http://www.latitarivera.com/;Monday: 12:30?PM?–?12:30?AM | Tuesday: 12:30?PM?–?12:30?AM | Wednesday: 12:30?PM?–?12:30?AM | Thursday: 12:30?PM?–?12:30?AM | Friday: 12:30?PM?–?12:30?AM | Saturday: 12:00?PM?–?12:30?AM | Sunday: 12:00?PM?–?12:00?AM;915 22 18 90;VERDADERO;VERDADERO
JAVIER AGUADO . Espacio de Arte / Espacio Abierto;Galerías de arte;Cultura y arte;C. del Bastero, 16, Centro, 28005 Madrid, Spain;0;0;;Abierto;404083;370962;https://maps.google.com/?cid=5532104828509716245;http://fjavieraguado.com/;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?8:00?PM | Saturday: 10:30?AM?–?2:00?PM | Sunday: 10:30?AM?–?2:00?PM;915 42 99 90;FALSO;FALSO
Wellness Boutique Experience;Piscinas, Spas;Bienestar y deporte;C. de Campoamor, 5, Centro, 28004 Madrid, Spain;4,9;983;;Abierto;404257;369613;https://maps.google.com/?cid=17114785880130770679;https://www.wellnessmadrid.com/;Monday: 10:00?AM?–?9:00?PM | Tuesday: 10:00?AM?–?9:00?PM | Wednesday: 10:00?AM?–?9:00?PM | Thursday: 10:00?AM?–?9:00?PM | Friday: 10:00?AM?–?9:00?PM | Saturday: 10:00?AM?–?6:00?PM | Sunday: Closed;917 37 35 95;FALSO;VERDADERO
Alejandro Passoa;Cines, Teatros;Cultura y arte;C. de Jesús y María, 25, Centro, 28012 Madrid, Spain;0;0;;Abierto;404109;370311;https://maps.google.com/?cid=10544486623571960380;;Monday: 11:00?AM?–?10:00?PM | Tuesday: 11:00?AM?–?11:00?PM | Wednesday: 11:00?AM?–?11:00?PM | Thursday: 11:00?AM?–?11:00?PM | Friday: 11:00?AM?–?11:00?PM | Saturday: 11:00?AM?–?11:00?PM | Sunday: 11:00?AM?–?11:00?PM;684 04 63 78;FALSO;VERDADERO
Catedral de Santa María la Real de la Almudena;Basílicas, Catedrales, Conventos, Ermitas, Iglesias, Monasterios, Montañas, Oficinas de turismo, Senderismo;Instituciones y servicios públicos, Naturaleza y actividades al aire libre, Religión;C. de Bailén, 10, Centro, 28013 Madrid, Spain;4,6;28447;;Abierto;404156;371455;https://maps.google.com/?cid=9213498426296544370;https://catedraldelaalmudena.es/;Monday: 10:00?AM?–?8:30?PM | Tuesday: 10:00?AM?–?8:30?PM | Wednesday: 10:00?AM?–?8:30?PM | Thursday: 10:00?AM?–?8:30?PM | Friday: 10:00?AM?–?8:30?PM | Saturday: 10:00?AM?–?8:30?PM | Sunday: 10:00?AM?–?8:30?PM;915 42 22 00;FALSO;VERDADERO
Z Library;Bibliotecas;Cultura y arte;C. de Francisco de Rojas, 528010, Chamberí, 28010 Madrid, Spain;0;0;;Abierto;404294;369967;https://maps.google.com/?cid=18108250122725453946;;;;FALSO;VERDADERO
Clínica Moratín Podología y Fisioterapia;Clínicas, Hospitales;Instituciones y servicios públicos;C. de Moratín, 21, Centro, 28014 Madrid, Spain;4,9;59;;Abierto;404124;369694;https://maps.google.com/?cid=13662353883700083012;https://clinicamoratin.es/;Monday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;914 29 45 24;FALSO;VERDADERO
Parking Indigo - C.C. Príncipe Pío;Aparcamientos;Transporte;P.º de la Florida, s/n, Moncloa - Aravaca, 28008 Madrid, Spain;3,7;462;;Abierto;404225;372270;https://maps.google.com/?cid=1583275218843149522;https://www.indigoneo.es/es/parkings/20871/parking-cc-principe-pio?utm_source=google&utm_media=yext;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;917 58 01 00;FALSO;VERDADERO
Carrefour Express;Supermercados;Compras;C. del Desengaño, 12, Centro, 28004 Madrid, Spain;3,6;210;;Abierto;404209;370318;https://maps.google.com/?cid=11063969036852572321;https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/desenganio-madrid-s.aspx;Monday: 9:00?AM?–?11:00?PM | Tuesday: 9:00?AM?–?11:00?PM | Wednesday: 9:00?AM?–?11:00?PM | Thursday: 9:00?AM?–?11:00?PM | Friday: 9:00?AM?–?11:00?PM | Saturday: 9:00?AM?–?11:00?PM | Sunday: 10:00?AM?–?10:00?PM;914 90 89 00;FALSO;VERDADERO
Universidad Nacional Mexicana del Diseño;Universidades;Instituciones y servicios públicos;C. de San Bernardo, 4, Centro, 28013 Madrid, Spain;0;0;;Abierto;404209;370799;https://maps.google.com/?cid=11781270048829861918;;;;FALSO;VERDADERO
The Diamond Society;Joyerías;Compras;C. del Arenal, 7, Centro, 28013 Madrid, Spain;0;0;;Abierto;404169;370564;https://maps.google.com/?cid=17346002098990943992;;Monday: 10:00?AM?–?6:00?PM | Tuesday: 10:00?AM?–?6:00?PM | Wednesday: 10:00?AM?–?6:00?PM | Thursday: 10:00?AM?–?6:00?PM | Friday: 10:00?AM?–?6:00?PM | Saturday: Closed | Sunday: Closed;915 31 38 92;FALSO;FALSO
Gayubo Joyería;Joyerías;Compras;C. del Arenal, 7, Centro, 28013 Madrid, Spain;3,9;11;;Cerrado temporalmente;404169;370566;https://maps.google.com/?cid=17689437112840201312;https://gayubo.com/;;915 32 11 29;FALSO;FALSO
Swinton;Galerías de arte;Cultura y arte;C. de Miguel Servet, 21, Centro, 28012 Madrid, Spain;4,8;64;;Abierto;404059;370172;https://maps.google.com/?cid=2054898547152898679;;Monday: 11:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Tuesday: 11:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Wednesday: 11:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Thursday: 11:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Friday: 11:00?AM?–?2:30?PM, 5:00?–?9:00?PM | Saturday: 11:00?AM?–?3:00?PM, 5:00?–?9:00?PM | Sunday: 11:00?AM?–?3:00?PM, 5:00?–?9:00?PM;914 49 61 28;FALSO;FALSO
Religiosas Concepcionistas Misioneras de la Enseñanza;Colegios;Instituciones y servicios públicos;Calle de la Princesa, 19, Moncloa - Aravaca, 28008 Madrid, Spain;0;0;;Abierto;404259;371363;https://maps.google.com/?cid=9373473987349246727;;;915 40 14 60;FALSO;VERDADERO
Konsulat RP;Consulados, Embajadas;Instituciones y servicios públicos;Calle de Goya, 15, Salamanca, 28001 Madrid, Spain;4,1;188;;Abierto;404255;368744;https://maps.google.com/?cid=12385832855321138858;https://www.gov.pl/web/hiszpania/ambasada-rp-w-madrycie;;914 36 26 32;FALSO;FALSO
Librería anticuaria Libros Madrid;Librerías;Compras;C. de Campomanes, 5, Centro, 28013 Madrid, Spain;0;0;;Abierto;404190;370932;https://maps.google.com/?cid=13375828685084937705;http://www.librosmadrid.com/;Monday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 10:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Sunday: Closed;915 47 87 36;FALSO;VERDADERO
Museo Arqueológico;Estaciones de autobús;Transporte;Salamanca, 28001 Madrid, Spain;4,5;28;;Abierto;404229;368839;https://maps.google.com/?cid=11429372534901417945;;;;FALSO;VERDADERO
Madrid City Hall;Ayuntamientos;Instituciones y servicios públicos;C. de Montalbán, 1, Retiro, 28014 Madrid, Spain;3,7;1143;;Abierto;404183;369181;https://maps.google.com/?cid=232504077162836829;https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Contacto/Directorio-municipal/Areas-de-gobierno/Area-de-Gobierno-de-Medio-Ambiente-y-Movilidad/?vgnextfmt=default&vgnextoid=89dfcbf06c81c010VgnVCM1000000b205a0aRCRD&vgnextchannel=5dcf6e6e17ed6310VgnVCM1000000b205a0aRCRD;Monday: 8:00?AM?–?5:00?PM | Tuesday: 8:00?AM?–?5:00?PM | Wednesday: 8:00?AM?–?5:00?PM | Thursday: 8:00?AM?–?5:00?PM | Friday: 8:00?AM?–?5:00?PM | Saturday: 8:00?AM?–?5:00?PM | Sunday: 8:00?AM?–?5:00?PM;915 29 82 10;FALSO;VERDADERO
Biblioteca Nacional de España;Bibliotecas, Montañas, Oficinas de turismo, Senderismo;Cultura y arte, Instituciones y servicios públicos, Naturaleza y actividades al aire libre;P.º de Recoletos, 20-22, Salamanca, 28001 Madrid, Spain;4,5;1625;;Abierto;404237;369024;https://maps.google.com/?cid=15399344576263771127;http://www.bne.es/;Monday: 9:00?AM?–?8:00?PM | Tuesday: 9:00?AM?–?8:00?PM | Wednesday: 9:00?AM?–?8:00?PM | Thursday: 9:00?AM?–?8:00?PM | Friday: 9:00?AM?–?8:00?PM | Saturday: Closed | Sunday: Closed;915 80 78 00;FALSO;VERDADERO
James Joyce Irish Pub Madrid;Bares, Cervecerías, Coctelerías;Gastronomía y ocio nocturno;C. Alcalá, 59, Salamanca, 28014 Madrid, Spain;4,3;5924;Moderado;Abierto;404199;369131;https://maps.google.com/?cid=6231310127623998727;http://www.jamesjoycemadrid.com/;Monday: 12:00?PM?–?1:00?AM | Tuesday: 12:00?PM?–?1:00?AM | Wednesday: 12:00?PM?–?2:00?AM | Thursday: 12:00?PM?–?2:00?AM | Friday: 12:00?PM?–?2:30?AM | Saturday: 12:00?PM?–?2:30?AM | Sunday: 12:00?PM?–?1:00?AM;915 75 49 01;VERDADERO;VERDADERO
Dia Market;Panaderías, Supermercados;Compras;Calle de Sta. Clara, 2, Centro, 28013 Madrid, Spain;3,8;193;;Abierto;404167;371067;https://maps.google.com/?cid=18198479232839053356;http://www.dia.es/compra-online/;Monday: 8:30?AM?–?10:00?PM | Tuesday: 8:30?AM?–?10:00?PM | Wednesday: 8:30?AM?–?10:00?PM | Thursday: 8:30?AM?–?10:00?PM | Friday: 8:30?AM?–?10:00?PM | Saturday: 8:30?AM?–?10:00?PM | Sunday: 10:00?AM?–?8:00?PM;912 17 04 53;FALSO;VERDADERO
Santo Domingo;Estaciones de autobús;Transporte;Centro, 28013 Madrid, Spain;4,5;4;;Abierto;404213;370740;https://maps.google.com/?cid=2009828171055733433;;;;FALSO;VERDADERO
MUJI;Mercados, Perfumerías, Tiendas;Compras;Calle de Goya, 9, Salamanca, 28001 Madrid, Spain;4,2;1039;;Abierto;404256;368845;https://maps.google.com/?cid=17649100788183178072;https://spain.muji.eu/;Monday: 10:30?AM?–?9:00?PM | Tuesday: 10:30?AM?–?9:00?PM | Wednesday: 10:30?AM?–?9:00?PM | Thursday: 10:30?AM?–?9:00?PM | Friday: 10:30?AM?–?9:00?PM | Saturday: 10:30?AM?–?9:00?PM | Sunday: 12:00?–?8:00?PM;911 03 64 86;FALSO;FALSO
I.E.S. Juan de La Cierva;Colegios;Instituciones y servicios públicos;C. de la Caoba, 1, Arganzuela, 28005 Madrid, Spain;0;0;;Abierto;404022;370644;https://maps.google.com/?cid=13351285932986975305;http://www.iesjuandelacierva.es/;Monday: 8:00?AM?–?9:00?PM | Tuesday: 8:00?AM?–?9:00?PM | Wednesday: 8:00?AM?–?9:00?PM | Thursday: 8:00?AM?–?9:00?PM | Friday: 8:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;915 06 46 10;FALSO;VERDADERO
Corneta Trompeta Joyeria Ariza;Joyerías;Compras;C. de Cedaceros, 8, Centro, 28014 Madrid, Spain;3,3;7;;Abierto;404172;369851;https://maps.google.com/?cid=18312429678871485648;http://www.corneta-trompeta-joyeria-ariza.com/;Monday: 10:30?AM?–?2:30?PM, 5:00?–?8:00?PM | Tuesday: 10:30?AM?–?2:30?PM, 5:00?–?8:00?PM | Wednesday: 10:30?AM?–?2:30?PM, 5:00?–?8:00?PM | Thursday: 10:30?AM?–?2:30?PM, 5:00?–?8:00?PM | Friday: 10:30?AM?–?2:30?PM, 5:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;915 22 69 67;FALSO;FALSO
Universal Mutua Madrid;Hospitales;Instituciones y servicios públicos;C. de Sta. Cruz de Marcenado, 15, Centro, 28015 Madrid, Spain;1,9;308;;Abierto;404285;370914;https://maps.google.com/?cid=10086020027465315091;http://www.mutuauniversal.net/;Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?8:00?PM | Friday: 8:00?AM?–?7:00?PM | Saturday: Closed | Sunday: Closed;913 22 07 00;FALSO;VERDADERO
CERO;Basílicas, Catedrales, Conventos, Ermitas, Iglesias, Monasterios;Religión;C. de Martín de Vargas, 26, A, Arganzuela, Arganzuela, 28005 Madrid, Spain;4,9;39;;Abierto;404024;370174;https://maps.google.com/?cid=10849982189500439145;http://www.iglesiacero.es/;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 12:15?–?2:00?PM | Sunday: Closed;917 37 77 37;FALSO;VERDADERO
The Polar Company;Mercados, Perfumerías, Tiendas, Tiendas de ropa;Compras;C. del Conde Duque, 5, Centro, 28015 Madrid, Spain;4,7;84;;Abierto;404261;371143;https://maps.google.com/?cid=2276624719091007754;https://polarcompany.es/;Monday: 11:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Tuesday: 11:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Wednesday: 11:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Thursday: 11:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Friday: 11:00?AM?–?2:00?PM, 5:00?–?8:00?PM | Saturday: 11:00?AM?–?2:00?PM, 4:30?–?8:30?PM | Sunday: Closed;915 59 46 49;FALSO;VERDADERO
Marieme hairdresser Extensions and Braids;Piscinas, Spas;Bienestar y deporte;C. del Mesón de Paredes, 85, Centro, 28012 Madrid, Spain;3,7;60;;Abierto;404056;370104;https://maps.google.com/?cid=8032026500711114607;https://peluqueria-y-estetica-trenzas-y-extensiones.jimdosite.com/;Monday: 10:30?AM?–?8:00?PM | Tuesday: 10:30?AM?–?8:00?PM | Wednesday: 10:30?AM?–?8:00?PM | Thursday: 10:30?AM?–?8:00?PM | Friday: 10:30?AM?–?8:00?PM | Saturday: 10:00?AM?–?8:00?PM | Sunday: Closed;632 77 17 26;FALSO;FALSO
Hotel Liabeny;Campos de golf, Templos budistas;Bienestar y deporte, Religión;C. de la Salud, 3, Centro, 28013 Madrid, Spain;4,5;3082;;Abierto;404186;370400;https://maps.google.com/?cid=10835656523381971922;https://www.liabeny.es/;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;915 31 90 00;FALSO;VERDADERO
Clínica Médico Estética Unika;Hospitales, Piscinas, Spas;Bienestar y deporte, Instituciones y servicios públicos;C. de Juan Duque, 18, Arganzuela, 28005 Madrid, Spain;4,8;70;;Abierto;404124;371956;https://maps.google.com/?cid=12568943914247118562;http://www.clinicaunika.com/;Monday: 10:00?AM?–?8:00?PM | Tuesday: 10:00?AM?–?8:00?PM | Wednesday: 10:00?AM?–?8:00?PM | Thursday: 10:00?AM?–?8:00?PM | Friday: 10:00?AM?–?8:00?PM | Saturday: 10:00?AM?–?1:30?PM | Sunday: Closed;649 76 08 26;FALSO;VERDADERO
Small Film Studio;Cines, Teatros;Cultura y arte;C/ de Magallanes, 1, Chamberí, 28015 Madrid, Spain;4,4;272;;Abierto;404324;370543;https://maps.google.com/?cid=9811077710356570250;http://www.pcineestudio.es/;Monday: 5:30?–?11:30?PM | Tuesday: 5:30?–?11:30?PM | Wednesday: 5:30?–?11:30?PM | Thursday: 5:30?–?11:30?PM | Friday: 5:30?–?11:30?PM | Saturday: 5:30?–?11:30?PM | Sunday: 5:30?–?11:30?PM;914 47 29 20;FALSO;FALSO
El Corte Inglés Callao;Centros comerciales;Compras;Pl. del Callao, 2, Centro, 28013 Madrid, Spain;4,4;17329;;Abierto;404182;370516;https://maps.google.com/?cid=3482704033507304680;https://www.elcorteingles.es/centroscomerciales/es/eci/centros/centro-comercial-preciados-callao;Monday: 10:00?AM?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:00?AM?–?10:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 11:00?AM?–?9:00?PM;913 79 80 00;FALSO;VERDADERO
Librería Desperate Literature (Bookshop);Librerías;Compras;C. de la Cava Baja, 8, Centro, 28005 Madrid, Spain;4,8;808;;Abierto;404133;370851;https://maps.google.com/?cid=8537992015859840023;http://www.desperateliterature.com/;Monday: 10:30?AM?–?2:00?PM, 5:00?–?9:00?PM | Tuesday: 10:30?AM?–?2:00?PM, 5:00?–?9:00?PM | Wednesday: 10:30?AM?–?2:00?PM, 5:00?–?9:00?PM | Thursday: 10:30?AM?–?2:00?PM, 5:00?–?9:00?PM | Friday: 10:30?AM?–?9:30?PM | Saturday: 10:30?AM?–?9:30?PM | Sunday: 10:30?AM?–?9:30?PM;911 88 80 89;FALSO;FALSO
JP Madrid Games;Casinos;Gastronomía y ocio nocturno;C. de la Montera, 5, Centro, 28013 Madrid, Spain;3,7;15;;Abierto;404174;370304;https://maps.google.com/?cid=6668509625774084206;http://madridjpjuegos.es/;Monday: 10:00?AM?–?12:30?AM | Tuesday: 10:00?AM?–?12:30?AM | Wednesday: 10:00?AM?–?12:30?AM | Thursday: 10:00?AM?–?12:30?AM | Friday: 10:00?AM?–?12:30?AM | Saturday: 10:00?AM?–?12:30?AM | Sunday: 10:00?AM?–?12:30?AM;;FALSO;VERDADERO
Menina Blaze;Centros culturales, Museos;Cultura y arte;C. de Preciados, 1, Centro, 28013 Madrid, Spain;4,5;2;;Abierto;404171;370421;https://maps.google.com/?cid=6447546368300496623;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;FALSO;VERDADERO
UNED Humanities Library;Bibliotecas;Cultura y arte;C. de Argumosa, 1, Centro, 28012 Madrid, Spain;3,6;47;;Abierto;404085;370072;https://maps.google.com/?cid=8721653006709349087;http://www.unedmadrid.es/;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: Closed | Sunday: Closed;915 27 06 65;FALSO;VERDADERO
Centro Médico ASISA Caracas;Hospitales;Instituciones y servicios públicos;C. de Caracas, 12, Chamberí, 28010 Madrid, Spain;4,6;2357;;Abierto;404305;369395;https://maps.google.com/?cid=10574012719240225886;https://www.grupohla.com/es/hospitales-clinicas/centro-medico-hla-caracas-es;Monday: 8:00?AM?–?9:00?PM | Tuesday: 8:00?AM?–?9:00?PM | Wednesday: 8:00?AM?–?9:00?PM | Thursday: 8:00?AM?–?9:00?PM | Friday: 8:00?AM?–?9:00?PM | Saturday: Closed | Sunday: Closed;913 08 55 21;FALSO;VERDADERO
Clinica Caracas??????????;Hospitales;Instituciones y servicios públicos;Chamberí, 28010 Madrid, Spain;2;38;;Abierto;404305;369383;https://maps.google.com/?cid=8941378774231908029;;;;FALSO;VERDADERO
