NOMBRE_TUI,CATEGORIA_TUI,TIPOS_TUI,DIRECCION_TUI,WEBSITE,TELEFONO,HORARIO,RATING_TUI,TOTAL_VALORACIONES_TUI,GOOGLE_MAPS_URL,ESTADO_NEGOCIO,NIVEL_PRECIO,RESERVA_POSIBLE,ACCESIBILIDAD_SILLA_RUEDAS,DESCRIPCION_TUI,LATITUD_TUI,LONGITUD_TUI
AC Hotel Avenida de America,hoteles,"lodging, point_of_interest, establishment","Calle de Cartagena, 83-85 28028 Madrid, Spain",https://www.marriott.com/en-us/hotels/madav-ac-hotel-avenida-de-america/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,917 24 42 40,,4.3,1937,https://maps.google.com/?cid=18269490310717281686,OPERATIONAL,,False,True,"Contemporary lodging with complimentary Wi-Fi, plus a bar, a fitness center & meeting space.",40.43804,-3.67269
Hotel Suites Barrio De Salamanca,hoteles,"lodging, point_of_interest, establishment","Calle del General Oráa, 17 28006 Madrid, Spain",http://www.hotelbarriodesalamanca.es/,918 25 59 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.4,393,https://maps.google.com/?cid=16126872113871523529,OPERATIONAL,,False,True,Modern rooms with balconies in an upmarket lodging offering a relaxed cafe & free Wi-Fi.,40.43636,-3.68572
Hotel NH Madrid Balboa,hoteles,"lodging, point_of_interest, establishment","Calle de Núñez de Balboa, 112 28006 Madrid, Spain",https://www.nh-hotels.com/en/hotel/nh-madrid-balboa?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,915 63 03 24,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.3,1257,https://maps.google.com/?cid=10982325513055249993,OPERATIONAL,,False,True,"Contemporary rooms & suites offering free Wi-FI, as well as a gym & meeting space.",40.43589,-3.68183
Hyatt Regency Hesperia Madrid,hoteles,"lodging, point_of_interest, establishment","Paseo de la Castellana, 57 28046 Madrid, Spain",https://www.hyatt.com/hyatt-regency/en-US/madrm-hyatt-regency-hesperia-madrid?src=corp_lclb_google_seo_madrm&utm_source=google&utm_medium=organic&utm_campaign=lmr,912 10 88 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,1785,https://maps.google.com/?cid=5106339899104964172,OPERATIONAL,,False,True,"Contemporary hotel with high-end rooms & suites, plus 3 restaurants, 2 bars & a fitness center.",40.43886,-3.69151
Hotel NH Madrid Príncipe de Vergara,hoteles,"lodging, point_of_interest, establishment","Calle del Príncipe de Vergara, 92 28006 Madrid, Spain",https://www.nh-hotels.com/en/hotel/nh-madrid-principe-de-vergara?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,915 63 26 95,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.3,2354,https://maps.google.com/?cid=14294297451758720933,OPERATIONAL,,False,True,"Airy rooms in a contemporary hotel offering a laid-back restaurant & a bar, plus free Wi-Fi.",40.43666,-3.67907
Dormirdcine,hoteles,"lodging, point_of_interest, establishment","Calle del Príncipe de Vergara, 87 28006 Madrid, Spain",http://www.dormirdcine.com/,914 11 08 09,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.4,1543,https://maps.google.com/?cid=11708353960271444729,OPERATIONAL,,False,True,"Relaxed hotel offering vibrant rooms, plus a bar, a restaurant & complimentary Wi-Fi.",40.43633,-3.67948
Hotel Miguel Angel,hoteles,"lodging, point_of_interest, establishment","Calle de Miguel Ángel, 31 28010 Madrid, Spain",https://www.hotelmiguelangel.com/,914 42 00 22,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.1,2002,https://maps.google.com/?cid=6921000014361939869,OPERATIONAL,,False,True,"Classic quarters in an upmarket lodging with Mediterranean dining, a spa & a pool.",40.43762,-3.69141
Chamartín,hoteles,"sublocality_level_1, sublocality, political",",   Madrid, Spain",,,,,,https://maps.google.com/?cid=9581250461161513398,,,False,False,,40.46152,-3.68658
Hotel Puerta America Madrid,hoteles,"lodging, restaurant, food, point_of_interest, establishment","Avenida de América, 41 28002 Madrid, Spain",https://www.puertamericahotel.com/,917 44 54 00,,4.3,6363,https://maps.google.com/?cid=213887800694010158,OPERATIONAL,,False,True,"Hip, casual hotel offering a top-floor restaurant with a vertical garden, plus terrace & lobby bars.",40.44069,-3.67011
Barceló Emperatriz,hoteles,"lodging, point_of_interest, establishment","Calle de López de Hoyos, 4 28006 Madrid, Spain",https://www.barcelo.com/es-es/barcelo-emperatriz/?utm_source=google&utm_medium=organic&utm_campaign=my_business&utm_content=7329,913 42 24 90,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.6,1245,https://maps.google.com/?cid=14557080441099687312,OPERATIONAL,,False,True,"Modern rooms & suites, plus an elegant restaurant and bar, a gym & a sky terrace.",40.43637,-3.6885
Hotel Serrano,hoteles,"lodging, point_of_interest, establishment","Calle del Marqués de Villamejor, 8 28006 Madrid, Spain",https://www.aa-hoteles.com/es/hotel-madrid/hotel-serrano/inicio,915 76 96 26,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.2,501,https://maps.google.com/?cid=2433971065535595278,OPERATIONAL,,False,False,Streamlined rooms with free Wi-Fi in a modern hotel offering an informal dining room & a modest bar.,40.43104,-3.68744
Quirónsalud San José Hospital,hoteles,"hospital, point_of_interest, health, establishment","Calle de Cartagena, 111 28002 Madrid, Spain",https://www.quironsalud.es/san-jose,910 68 70 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,3.0,1830,https://maps.google.com/?cid=10662737542241195274,OPERATIONAL,,False,True,,40.44035,-3.67432
Hotel uVe Marcenado,hoteles,"lodging, point_of_interest, establishment","Calle de Marcenado, 9 28002 Madrid, Spain",http://www.uvehoteles.com/,917 37 52 77,,4.6,601,https://maps.google.com/?cid=17580744494900658997,OPERATIONAL,,False,True,Functional rooms with TVs in a straightforward property.,40.44565,-3.6729
Restaurante Rías Bajas,hoteles,"restaurant, food, point_of_interest, establishment","Calle de Clara del Rey, 33 28002 Madrid, Spain",http://restauranteriasbajas.com/,914 13 49 65,Monday: 1:30 – 11:00 PM | Tuesday: 1:30 – 11:00 PM | Wednesday: 1:30 – 11:00 PM | Thursday: 1:30 – 11:00 PM | Friday: 1:30 – 11:00 PM | Saturday: 1:30 – 11:00 PM | Sunday: 1:30 – 4:00 PM,4.5,2524,https://maps.google.com/?cid=3172796424884493358,OPERATIONAL,2,True,True,Northern Spanish dishes like steak seared on a hot stone & Atlantic paella at a low-key tavern.,40.44258,-3.67119
Fundación Carolina,hoteles,"point_of_interest, establishment","Plaza del Marqués de Salamanca, 8 28006 Madrid, Spain",http://www.fundacioncarolina.es/,914 56 29 00,Monday: 8:30 AM – 6:30 PM | Tuesday: 8:30 AM – 6:30 PM | Wednesday: 8:30 AM – 6:30 PM | Thursday: 8:30 AM – 6:30 PM | Friday: 8:30 AM – 6:30 PM | Saturday: Closed | Sunday: Closed,4.4,18,https://maps.google.com/?cid=3268750045940905654,OPERATIONAL,,False,True,,40.43052,-3.67917
Clínicas Diego de León,hoteles,"point_of_interest, health, establishment","Calle de Diego de León, 69 28006 Madrid, Spain",https://www.clinicasdiegodeleon.com/,917 37 51 45,Monday: 11:00 AM – 8:00 PM | Tuesday: 11:00 AM – 8:00 PM | Wednesday: 11:00 AM – 8:00 PM | Thursday: 11:00 AM – 8:00 PM | Friday: 11:00 AM – 8:00 PM | Saturday: Closed | Sunday: Closed,4.3,1743,https://maps.google.com/?cid=2284318799879727612,OPERATIONAL,,False,True,,40.43468,-3.67519
Mutualidad,hoteles,"insurance_agency, point_of_interest, establishment","Calle de Francisco Silvela, 106 28002 Madrid, Spain",http://www.mutualidad.com/,914 35 24 86,Monday: 8:30 AM – 6:00 PM | Tuesday: 8:30 AM – 6:00 PM | Wednesday: 8:30 AM – 6:00 PM | Thursday: 8:30 AM – 6:00 PM | Friday: 8:30 AM – 2:30 PM | Saturday: Closed | Sunday: Closed,3.0,558,https://maps.google.com/?cid=10225935322241550366,OPERATIONAL,,False,True,,40.43899,-3.67853
Madrid Mercantile Registry,hoteles,"point_of_interest, local_government_office, establishment","Calle del Príncipe de Vergara, 72 28006 Madrid, Spain",https://www.rmercantilmadrid.com/,915 76 01 17,Monday: 9:00 AM – 2:00 PM | Tuesday: 9:00 AM – 2:00 PM | Wednesday: 9:00 AM – 2:00 PM | Thursday: 9:00 AM – 2:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,3.5,399,https://maps.google.com/?cid=11675813539261276532,OPERATIONAL,,False,True,,40.43403,-3.67921
IES Ramiro de Maeztu,hoteles,"secondary_school, school, point_of_interest, establishment","Calle de Serrano, 127 28006 Madrid, Spain",https://www.educa2.madrid.org/web/centro.ies.ramirodemaeztu.madrid/,915 61 78 42,,,,https://maps.google.com/?cid=9508892839838191449,OPERATIONAL,,False,True,,40.44287,-3.68781
Gilmar - Barrio de Salamanca,hoteles,"real_estate_agency, finance, point_of_interest, establishment","Calle de Diego de León, 15 28006 Madrid, Spain",https://www.gilmar.es/oficinas/agencia-inmobiliaria-barrio-salamanca/?utm_source=gmb&utm_medium=cta&utm_campaign=inmobiliaria_barrio_de_salamanca_madrid,914 23 00 50,Monday: 9:30 AM – 8:00 PM | Tuesday: 9:30 AM – 8:00 PM | Wednesday: 9:30 AM – 8:00 PM | Thursday: 9:30 AM – 8:00 PM | Friday: 9:30 AM – 8:00 PM | Saturday: 10:00 AM – 2:00 PM | Sunday: Closed,4.3,38,https://maps.google.com/?cid=5099395370350317566,OPERATIONAL,,False,False,,40.43512,-3.68382
Embassy of the United States of America,hoteles,"embassy, point_of_interest, establishment","Calle de Serrano, 75 28006 Madrid, Spain",https://es.usembassy.gov/,915 87 22 00,Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: Closed | Sunday: Closed,3.7,757,https://maps.google.com/?cid=14643662941706862344,OPERATIONAL,,False,True,,40.43482,-3.68755
A&H Suites Internacional Madrid,hoteles,"lodging, point_of_interest, establishment","Calle de Luis Cabrera, 37 28002 Madrid, Spain",,652 99 47 13,Monday: 12:00 AM – 11:30 PM | Tuesday: 12:00 AM – 11:30 PM | Wednesday: 12:00 AM – 11:30 PM | Thursday: 12:00 AM – 11:30 PM | Friday: 12:00 AM – 11:30 PM | Saturday: 12:00 AM – 11:30 PM | Sunday: 12:00 AM – 11:30 PM,2.9,11,https://maps.google.com/?cid=10097005755113396258,OPERATIONAL,,False,False,,40.44316,-3.67445
Holiday Gym,hoteles,"gym, point_of_interest, health, establishment","Calle de López de Hoyos, 71 28002 Madrid, Spain",https://holidaygym.es/,,"Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 9:00 AM – 3:00 PM, 6:00 – 9:00 PM | Sunday: 9:00 AM – 3:00 PM",3.3,416,https://maps.google.com/?cid=4443623802965270275,OPERATIONAL,,False,False,,40.44335,-3.67561
Dirección General de Seguros,hoteles,"local_government_office, point_of_interest, establishment","Paseo de la Castellana, 44 28046 Madrid, Spain",http://www.dgsfp.mineco.es/,913 39 70 00,Monday: 9:00 AM – 2:00 PM | Tuesday: 9:00 AM – 2:00 PM | Wednesday: 9:00 AM – 2:00 PM | Thursday: 9:00 AM – 2:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed,1.8,25,https://maps.google.com/?cid=1182392805579313970,OPERATIONAL,,False,True,,40.43383,-3.68783
Fortuny Home Club,hoteles,"restaurant, food, point_of_interest, establishment","Calle de Fortuny, 34 28010 Madrid, Spain",https://fortunyhomeclub.com/,913 19 26 51,Monday: Closed | Tuesday: 7:00 PM – 3:00 AM | Wednesday: 7:00 PM – 4:00 AM | Thursday: 7:00 PM – 5:30 AM | Friday: 7:00 PM – 5:30 AM | Saturday: 7:00 PM – 5:30 AM | Sunday: Closed,3.9,4825,https://maps.google.com/?cid=5161776834130927556,OPERATIONAL,3,True,True,"Elegant bistro dining, cocktails & dancing in a converted mansion with a chic garden terrace & bar.",40.43446,-3.68999
Fundación Residencia de Estudiantes,hoteles,"point_of_interest, establishment","Calle del Pinar, 21-23 28006 Madrid, Spain",https://www.residenciadeestudiantes.com/,915 63 64 11,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.5,1302,https://maps.google.com/?cid=7654096872351049981,OPERATIONAL,,False,True,,40.44026,-3.68817
Cervecería José Luis (Serrano),hoteles,"bar, restaurant, food, point_of_interest, establishment","Calle de Serrano, 89 28006 Madrid, Spain",http://www.joseluis.es/,915 63 09 58,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,4.2,1094,https://maps.google.com/?cid=742173897813293671,OPERATIONAL,2,True,True,,40.437,-3.68654
Tiffany's The Club,hoteles,"night_club, point_of_interest, establishment","Avenida del Doctor Arce, 10 28002 Madrid, Spain",https://reservas.tiffanystheclub.com/es/,644 63 34 40,Monday: 11:59 PM – 5:30 AM | Tuesday: 11:59 PM – 5:30 AM | Wednesday: 11:59 PM – 5:30 AM | Thursday: 11:59 PM – 5:30 AM | Friday: 11:59 PM – 6:00 AM | Saturday: 11:59 PM – 6:00 AM | Sunday: 11:59 PM – 5:30 AM,3.0,1829,https://maps.google.com/?cid=12362567613876764421,OPERATIONAL,2,True,False,"High-energy hangout offering light fare & finger foods, plus bottle service & shisha.",40.44558,-3.68331
Bikram Yoga Spain ©,hoteles,"gym, health, point_of_interest, establishment","Calle de Maldonado, 52 28006 Madrid, Spain",http://www.bikramyogaspain.es/,910 09 08 70,"Monday: 10:00 AM – 2:30 PM, 5:00 – 8:00 PM | Tuesday: 9:00 AM – 2:30 PM, 5:00 – 7:00 PM | Wednesday: 10:00 AM – 2:30 PM, 5:00 – 8:00 PM | Thursday: 9:00 AM – 2:30 PM, 5:00 – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:30 AM – 1:30 PM | Sunday: 9:30 AM – 1:00 PM, 5:30 – 7:30 PM",4.1,186,https://maps.google.com/?cid=7728413594513779888,OPERATIONAL,,False,False,,40.4334,-3.67569
BBVA Particulares y Empresas,hoteles,"bank, finance, point_of_interest, establishment","Calle de Diego de León, 16 28006 Madrid, Spain",https://www.bbva.es/,915 37 81 09,Monday: 8:30 AM – 2:15 PM | Tuesday: 8:30 AM – 2:15 PM | Wednesday: 8:30 AM – 2:15 PM | Thursday: 8:30 AM – 2:15 PM | Friday: 8:30 AM – 2:15 PM | Saturday: Closed | Sunday: Closed,2.3,106,https://maps.google.com/?cid=7394913151976246254,OPERATIONAL,,False,True,,40.43484,-3.68388
RESTAURANTE LOBBO,hoteles,"restaurant, food, point_of_interest, establishment","Calle Gabriel Lobo, 11 28002 Madrid, Spain",http://www.restaurantelobbo.com/,915 62 68 45,Monday: 9:00 AM – 12:30 AM | Tuesday: 9:00 AM – 12:30 AM | Wednesday: 9:00 AM – 12:30 AM | Thursday: 9:00 AM – 2:00 AM | Friday: 9:00 AM – 2:30 AM | Saturday: 10:30 AM – 2:30 AM | Sunday: Closed,4.1,1533,https://maps.google.com/?cid=18116127584487358513,OPERATIONAL,2,True,True,,40.44302,-3.68079
Oriol Balaguer,hoteles,"bakery, food, point_of_interest, store, establishment","Calle de José Ortega y Gasset, 44 28006 Madrid, Spain",http://www.oriolbalaguer.com/,914 01 64 63,"Monday: 9:00 AM – 8:30 PM | Tuesday: 9:00 AM – 8:30 PM | Wednesday: 9:00 AM – 3:00 PM, 4:00 – 8:30 PM | Thursday: 9:00 AM – 3:00 PM, 4:00 – 8:30 PM | Friday: 9:00 AM – 8:30 PM | Saturday: 10:00 AM – 3:00 PM, 4:00 – 8:30 PM | Sunday: 10:00 AM – 2:30 PM",4.0,392,https://maps.google.com/?cid=18413635099504522014,OPERATIONAL,3,False,True,,40.42988,-3.67802
Zalacaín Restaurant,hoteles,"restaurant, food, point_of_interest, establishment","Calle de Álvarez de Baena, 4 28006 Madrid, Spain",http://www.zalacain.es/,911 40 14 14,"Monday: 1:30 – 3:30 PM, 8:30 – 11:30 PM | Tuesday: 1:30 – 3:30 PM, 8:30 – 11:30 PM | Wednesday: 1:30 – 3:30 PM, 8:30 – 11:30 PM | Thursday: 1:30 – 3:30 PM, 8:30 – 11:30 PM | Friday: 1:30 – 3:30 PM, 8:30 – 11:30 PM | Saturday: 1:30 – 3:30 PM, 8:30 – 11:30 PM | Sunday: Closed",4.6,974,https://maps.google.com/?cid=7098448172283031052,OPERATIONAL,4,True,True,"Modern, creative Spanish dining, plus an extensive wine & spirits list, in elegant surrounds.",40.43848,-3.68871
CIS University,hoteles,"university, point_of_interest, establishment","Calle Velázquez, 140 28006 Madrid, Spain",http://www.cis-spain.com/,915 63 67 40,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,4.7,50,https://maps.google.com/?cid=1342797260417128343,OPERATIONAL,,False,True,,40.4408,-3.6824
Restaurante Maldonado 14,hoteles,"restaurant, food, point_of_interest, establishment","Calle de Maldonado, 14 28006 Madrid, Spain",http://www.maldonado14.com/,914 35 50 45,"Monday: 1:30 – 4:00 PM, 8:00 – 11:30 PM | Tuesday: 1:30 – 4:00 PM, 8:00 – 11:30 PM | Wednesday: 1:30 – 4:00 PM, 8:00 – 11:30 PM | Thursday: 1:30 – 4:00 PM, 8:00 – 11:30 PM | Friday: 1:30 – 4:00 PM, 8:00 – 11:30 PM | Saturday: 1:30 – 4:00 PM, 8:00 – 11:30 PM | Sunday: Closed",4.5,808,https://maps.google.com/?cid=4774376195299864535,OPERATIONAL,2,True,True,"Stylishly presented meat & fish dishes, plus stews & risottos, in a saffron-hued dining room.",40.43383,-3.68415
Aránzazu,hoteles,"bar, restaurant, food, point_of_interest, establishment","Calle de Francisco Silvela, 96 28002 Madrid, Spain",http://www.aranzazu.es/,915 63 49 30,"Monday: 8:30 AM – 5:00 PM, 6:00 PM – 12:00 AM | Tuesday: 8:30 AM – 5:00 PM, 7:00 PM – 12:00 AM | Wednesday: 8:30 AM – 5:00 PM, 7:00 PM – 12:00 AM | Thursday: 8:30 AM – 5:00 PM, 7:00 PM – 12:00 AM | Friday: 8:30 AM – 5:00 PM, 7:00 PM – 12:00 AM | Saturday: 12:30 – 4:30 PM, 8:30 PM – 12:00 AM | Sunday: Closed",4.2,1432,https://maps.google.com/?cid=17896534681618779001,OPERATIONAL,1,True,False,"Contemporary bar with a daily set menu, plus cachopos veal fillets & typical Cantabrian dishes.",40.43861,-3.67833
Rafael del Pino Foundation,hoteles,"point_of_interest, establishment","Calle de Rafael Calvo, 39 28010 Madrid, Spain",http://www.frdelpino.es/,913 96 86 00,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4.6,215,https://maps.google.com/?cid=14851459991585737679,OPERATIONAL,,False,True,,40.43432,-3.68922
Clínica Laservisión,hoteles,"doctor, health, point_of_interest, establishment","Calle de José Ortega y Gasset, 56 duplicado 28006 Madrid, Spain",https://www.laservision.es/,914 44 82 30,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: Closed | Sunday: Closed,4.7,389,https://maps.google.com/?cid=1778904002213685460,OPERATIONAL,,False,True,,40.4299,-3.67625
Novovisión - Clínica Oftalmológica en Madrid,hoteles,"doctor, health, point_of_interest, establishment","Paseo de la Castellana, 54 28046 Madrid, Spain",https://www.clinicasnovovision.com/,914 11 11 11,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: Closed | Sunday: Closed,4.7,535,https://maps.google.com/?cid=3944491843151652235,OPERATIONAL,,False,True,,40.43588,-3.6886
Nautalia viajes,hoteles,"travel_agency, lodging, point_of_interest, establishment","Calle de López de Hoyos, 92 28002 Madrid, Spain",https://www.nautaliaviajes.com/,911 25 55 49,"Monday: 10:00 AM – 1:30 PM, 5:00 – 8:00 PM | Tuesday: 10:00 AM – 1:30 PM, 5:00 – 8:00 PM | Wednesday: 10:00 AM – 1:30 PM, 5:00 – 8:00 PM | Thursday: 10:00 AM – 1:30 PM, 5:00 – 8:00 PM | Friday: 10:00 AM – 1:30 PM, 5:00 – 8:00 PM | Saturday: 10:00 AM – 1:30 PM | Sunday: Closed",4.1,27,https://maps.google.com/?cid=17643985030267034484,OPERATIONAL,,False,True,,40.44287,-3.67562
PCBox,hoteles,"electronics_store, point_of_interest, store, establishment","Calle de Cartagena, 115 28002 Madrid, Spain",https://www.pcbox.com/,914 15 32 69,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: Closed | Sunday: Closed,4.3,352,https://maps.google.com/?cid=9918888589205298155,OPERATIONAL,,False,True,,40.441,-3.67484
Taberna de La Daniela Bernabéu,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Gutiérrez Solana, 2 28036 Madrid, Spain",https://www.tabernadeladaniela.com/nuestras-danielas/#ladanielabernabeu,914 11 58 61,"Monday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Tuesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Wednesday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Thursday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Friday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Saturday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM | Sunday: 1:00 – 5:00 PM, 8:00 PM – 12:00 AM",4.0,1724,https://maps.google.com/?cid=1148455961407736931,OPERATIONAL,2,True,False,,40.45065,-3.68892
El Quinto Vino,bares,"restaurant, liquor_store, bar, food, point_of_interest, store, establishment","Calle de Hernani, 48 28020 Madrid, Spain",http://www.elquintovino.com/,915 53 66 00,"Monday: 11:00 AM – 4:00 PM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 1:00 – 4:00 PM, 9:00 PM – 12:00 AM | Sunday: Closed",4.1,1428,https://maps.google.com/?cid=7593580516031289222,OPERATIONAL,2,False,False,,40.44806,-3.699
Ichiban,bares,"bar, restaurant, food, point_of_interest, establishment","Avenida de Alberto de Alcocer, 22 bis 28036 Madrid, Spain",http://www.restauranteichiban.com/,914 57 07 83,"Monday: Closed | Tuesday: 1:00 – 3:30 PM, 8:30 – 11:30 PM | Wednesday: 1:00 – 3:30 PM, 8:30 – 11:30 PM | Thursday: 1:00 – 3:30 PM, 8:30 – 11:30 PM | Friday: 1:00 – 3:30 PM, 8:30 – 11:30 PM | Saturday: 1:00 – 3:30 PM, 8:30 – 11:30 PM | Sunday: 1:00 – 3:30 PM",4.4,915,https://maps.google.com/?cid=10374496857141318471,OPERATIONAL,3,True,True,,40.45812,-3.68472
Órale Un Pedacito,bares,"bar, restaurant, food, point_of_interest, establishment","Calle de Pradillo, 30 28002 Madrid, Spain",http://www.oraleunpedacito.com/,914 13 45 47,"Monday: Closed | Tuesday: 1:30 – 4:30 PM, 8:30 – 11:00 PM | Wednesday: 1:30 – 4:30 PM, 8:30 – 11:00 PM | Thursday: 1:30 – 4:30 PM, 8:30 – 11:00 PM | Friday: 1:30 – 4:30 PM, 8:30 – 11:30 PM | Saturday: 1:30 – 4:30 PM, 8:30 – 11:30 PM | Sunday: 1:30 – 5:00 PM",4.5,2919,https://maps.google.com/?cid=2178560086423743377,OPERATIONAL,2,True,True,,40.44875,-3.67266
The Irish Rover,bares,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment","Avenida de Brasil, 7 28020 Madrid, Spain",http://www.theirishrover.com/,915 97 48 11,Monday: 12:30 PM – 1:00 AM | Tuesday: 12:30 PM – 1:00 AM | Wednesday: 12:30 PM – 2:00 AM | Thursday: 12:30 PM – 2:30 AM | Friday: 12:30 PM – 5:00 AM | Saturday: 12:30 PM – 5:00 AM | Sunday: 12:30 PM – 1:00 AM,4.3,11252,https://maps.google.com/?cid=12420308446171827669,OPERATIONAL,2,True,True,"International food served in a lively Irish pub offering sports screens, DJs & a terrace.",40.45475,-3.69395
Bosco,bares,"restaurant, bar, food, point_of_interest, establishment","Calle de Fernández de la Hoz, 78 28003 Madrid, Spain",http://bosco.es/,914 42 60 00,,4.6,638,https://maps.google.com/?cid=12407912763780852150,CLOSED_TEMPORARILY,1,True,True,,40.44016,-3.69427
Suéltate El Pelo,bares,"bar, point_of_interest, establishment","Calle de María de Guzmán, 5 28003 Madrid, Spain",http://www.sueltatelpelo.com/,645 94 74 53,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 9:00 PM – 3:00 AM | Friday: 9:00 PM – 3:30 AM | Saturday: 9:00 PM – 3:30 AM | Sunday: Closed,4.2,1766,https://maps.google.com/?cid=2160075760595939081,OPERATIONAL,1,True,True,,40.44442,-3.7032
Restaurante & Terraza Malvar,bares,"restaurant, bar, food, point_of_interest, establishment","Plaza de la Independencia, 3 28001 Madrid, Spain",https://malvarrestaurante.com/,600 45 94 22,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,4.2,671,https://maps.google.com/?cid=1073816041022422024,OPERATIONAL,,True,True,,40.42053,-3.68939
